provision_id,provision_uri,legislation_id,legislation_title,section_type,schedule_number,schedule_title,part_number,part_title,chapter_number,chapter_title,class_block,sub_block,provision_number,provision_level,parent_provision_id,text,status,restrict_start_date,restrict_end_date,restrict_extent
schedule-2-part-14-crossheading-class-m-installation-or-alteration-etc-of-water-source-heat-pump-on-nondomestic-premises_paragraph-M,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/14/crossheading/class-m-installation-or-alteration-etc-of-water-source-heat-pump-on-nondomestic-premises/paragraph/M,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,Class M – installation or alteration etc of water source heat pump on non-domestic premises,,M,P1,,"The installation, alteration or replacement of a microgeneration water source heat pump within the curtilage of a building other than a dwellinghouse or a block of flats.",valid,,,
schedule-2-part-14-crossheading-class-m-installation-or-alteration-etc-of-water-source-heat-pump-on-nondomestic-premises_paragraph-M.1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/14/crossheading/class-m-installation-or-alteration-etc-of-water-source-heat-pump-on-nondomestic-premises/paragraph/M.1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,Class M – installation or alteration etc of water source heat pump on non-domestic premises,,M,P1,,Development is permitted by Class M subject to the condition that the total surface area covered by the water source heat pump (including any pipes) must not exceed 0.5 hectares.,valid,,,
schedule-2-part-14-crossheading-class-n-installation-etc-of-flue-for-biomass-heating-system-on-nondomestic-premises_paragraph-N,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/14/crossheading/class-n-installation-etc-of-flue-for-biomass-heating-system-on-nondomestic-premises/paragraph/N,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,Class N – installation etc of flue for biomass heating system on non-domestic premises,,N,P1,,"The installation, alteration or replacement of a flue, forming part of a microgeneration biomass heating system, on a building other than— a a dwellinghouse or a block of flats; or b a building situated within the curtilage of a dwellinghouse or a block of flats.",valid,,,
schedule-2-part-14-crossheading-class-n-installation-etc-of-flue-for-biomass-heating-system-on-nondomestic-premises_paragraph-N.1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/14/crossheading/class-n-installation-etc-of-flue-for-biomass-heating-system-on-nondomestic-premises/paragraph/N.1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,Class N – installation etc of flue for biomass heating system on non-domestic premises,,N,P1,,"Development is not permitted by Class N if— a the capacity of the system that the flue would serve exceeds 45 kilowatts thermal; b the height of the flue would exceed either— i the highest part of the roof by 1 metre or more, or ii the height of an existing flue which is being replaced, whichever is the highest; c the installation of the flue would result in the installation on the same building of more than 1 flue forming part of either a biomass heating system or a combined heat and power system; d the flue would be installed on a listed building, within the curtilage of a listed building or on a site designated as a scheduled monument; or e in the case of a building on article 2(3) land, the flue would be installed on a wall or roof slope which fronts a highway.",valid,,,
schedule-2-part-14-crossheading-class-o-installation-etc-of-flue-for-combined-heat-and-power-on-nondomestic-premises_paragraph-O,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/14/crossheading/class-o-installation-etc-of-flue-for-combined-heat-and-power-on-nondomestic-premises/paragraph/O,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,Class O – installation etc of flue for combined heat and power on non-domestic premises,,O,P1,,"The installation, alteration or replacement of a flue, forming part of a microgeneration combined heat and power system, on a building other than— a a dwellinghouse or a block of flats; or b a building situated within the curtilage of a dwellinghouse or a block of flats.",valid,,,
schedule-2-part-14-crossheading-class-o-installation-etc-of-flue-for-combined-heat-and-power-on-nondomestic-premises_paragraph-O.1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/14/crossheading/class-o-installation-etc-of-flue-for-combined-heat-and-power-on-nondomestic-premises/paragraph/O.1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,Class O – installation etc of flue for combined heat and power on non-domestic premises,,O,P1,,"Development is not permitted by Class O if— a the capacity of the system that the flue would serve exceeds 45 kilowatts thermal; b the height of the flue would exceed either— i the highest part of the roof by 1 metre or more, or ii the height of an existing flue which is being replaced, whichever is the highest; c the installation of the flue would result in the installation on the same building of more than 1 flue forming part of either a biomass heating system or a combined heat and power system; d the flue would be installed on a listed building, within the curtilage of a listed building, or on a site designated as a scheduled monument; or e in the case of a building on article 2(3) land, the flue would be installed on a wall or roof slope which fronts a highway.",valid,,,
schedule-2-paragraph-OA,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,OA,P1,,"The installation, alteration or replacement of a solar canopy within an area lawfully used as off-street parking other than for a dwellinghouse or a block of flats",valid,,,
schedule-2-paragraph-OA.1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,OA.1,P1,,Development is not permitted by Class OA— a if any part of the development— i exceeds 4 metres in height above ground level; ii is within 10 metres of the curtilage of a dwellinghouse or a block of flats; b within the curtilage of a dwellinghouse or a block of flats; c on a site designated as a scheduled monument or on land within the curtilage of a scheduled monument; d within the curtilage of a listed building; e for the display of an advertisement; or f if the off-street parking area is in use by virtue of Class B (temporary use of land) of Part 4 (temporary buildings and uses).,valid,,,
schedule-2-paragraph-OA.2,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,OA.2,P1,,,valid,,,
schedule-2-paragraph-OA.2-1,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/1,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,1,P2,schedule-2-paragraph-OA.2,Development is permitted by Class OA subject to the following conditions.,valid,,,
schedule-2-paragraph-OA.2-2,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/2,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,2,P2,schedule-2-paragraph-OA.2,"In the case of development above a permeable surface, provision is made to direct run-off water from the solar canopy to a permeable or porous area or surface within the off-street parking area.",valid,,,
schedule-2-paragraph-OA.2-3,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/3,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,3,P2,schedule-2-paragraph-OA.2,"Before beginning development, the developer must apply to the local planning authority for a determination as to whether the prior approval of the local planning authority will be required with respect to—",valid,,,
schedule-2-paragraph-OA.2-3-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/3/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,a,P3,schedule-2-paragraph-OA.2-3,"the solar canopy’s siting, design and external appearance, in particular the impact of glare on the occupiers of neighbouring premises; and",valid,,,
schedule-2-paragraph-OA.2-3-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/3/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,b,P3,schedule-2-paragraph-OA.2-3,"in the case of a solar canopy on article 2(3) land, the impact of the appearance of the solar canopy on that land.",valid,,,
schedule-2-paragraph-OA.2-4,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/4,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,4,P2,schedule-2-paragraph-OA.2,Paragraphs J.4(3) to J.4(12) of this Part apply in relation to an application under sub-paragraph (3) as if “Class OA” substitutes the reference to “Class J” in paragraph J.4(4).,valid,,,
schedule-2-paragraph-OA.2-5,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/5,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,5,P2,schedule-2-paragraph-OA.2,Development must be completed within a period of 3 years starting with the date on which—,valid,,,
schedule-2-paragraph-OA.2-5-a,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/5/a,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,a,P3,schedule-2-paragraph-OA.2-5,prior approval is given; or,valid,,,
schedule-2-paragraph-OA.2-5-b,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/5/b,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,b,P3,schedule-2-paragraph-OA.2-5,"a determination that such approval is not required is given or the period for giving such a determination set out in paragraph J.4(9)(c) of this Part has expired without the applicant being notified whether prior approval is required, given or refused.",valid,,,
schedule-2-paragraph-OA.2-6,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/paragraph/OA.2/6,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,"Class OA - installation etc of a solar canopy on non-domestic, off-street parking",,6,P2,schedule-2-paragraph-OA.2,"Where the solar canopy is no longer needed, it is removed as soon as reasonably practicable and the land is restored to its condition before the development took place so far as reasonably practicable.",valid,,,
schedule-2-part-14-crossheading-class-o-installation-etc-of-flue-for-combined-heat-and-power-on-nondomestic-premises_paragraph-P,http://www.legislation.gov.uk/id/uksi/2015/596/schedule/2/part/14/crossheading/class-o-installation-etc-of-flue-for-combined-heat-and-power-on-nondomestic-premises/paragraph/P,uksi/2015/596,GPDO 2015,schedules,SCHEDULE 2,Permitted development rights,PART 14,Renewable energy,,,,,P,P1,,"For the purposes of Part 14— “aerodrome”— means any area of land or water designed, equipped, set apart, or commonly used for affording facilities for the landing and departure of aircraft; and includes any area or space, whether on the ground, on the roof of a building or elsewhere, which is designed, equipped or set apart for affording facilities for the landing and departure of aircraft capable of descending or climbing vertically; but does not include any area the use of which for affording facilities for the landing and departure of aircraft has been abandoned and has not been resumed; “ air traffic services licence holder ” means a person who holds a licence under Chapter 1 of Part 1 of the Transport Act 2000 ; “ block of flats ” means a building which consists wholly of flats; “detached dwellinghouse” or  “ detached building ” means a dwellinghouse or building, as the case may be, which does not share a party wall with a neighbouring building; “ MCS Planning Standards ” means the standards specified in the Microgeneration Certification Scheme for air source heat pumps (being MCS 020 a) - Air Source Heat Pump Sound Calculation (For Permitted Development Installations)) and for small and micro wind turbines (being MCS 020 b) - Wind Turbine Sound Calculation (For Permitted Development Installations)) ; “ microgeneration ” has the same meaning as in section 82(6) of the Energy Act 2004 ; “ safeguarded land ” means land which— is necessary to be safeguarded for aviation or defence purposes; and has been notified as such, in writing, to the Secretary of State by an aerodrome operator, an air traffic services licence holder or the Secretary of State for Defence for the purposes of this Part; “ solar canopy ” means a canopy structure— installed with solar PV or solar thermal equipment, and open on all sides or, in the case of development adjoining a building, on three sides; “ solar PV ” means solar photovoltaics; “ stand-alone solar ” means solar PV or solar thermal equipment which is not installed on a building; “ stand-alone wind turbine ” means a wind turbine which is not fixed to a building; and “ water source heat pump ” means a heat pump where the collecting medium is water.",valid,,,
